Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi Reading1,Onyomi Reading2,Kunyomi Reading1,Kunyomi Reading2,Mnemonic,Notes
802,1054,吸,Kanji,breathe,,,,,,,mouth,cause,,,KYUU,,su.u,,Inhaling.m with the mouth.r causes.r breathing. It's cute.o until Sue.k gets high from inhaling.,
803,,੫,Radical,tuning fork,,,,,,,bar,ten,,,,,,,This tuning.m fork.m is a metal bar.r with ten.r frequencies. Looks like a 4.,"This radical never appears by itself, only as a part of other characters."
804,1426,叫,Kanji,yell,,,,,,,mouth,tuning fork,,,KYUU,,sake.bu,,I yelled.m as if my mouth.r were a tuning.r fork.r. I yelled at the cute.o succubus.k.,
805,337,収,Kanji,income,,,,,,,tuning fork,again,,,SHUU,,osa.meru,,I earn income.m by peddling tuning.r forks.r again.r. Selling shoes.o is o.k so.k much more.k income generating.,
806,1413,妊,Kanji,pregnant,,,,,,,woman,knight,,,NIN,,,,The pregneant.m woman.r lost her knight.r. A ninja.o hunted the pregneant woman.,
807,1704,如,Kanji,likeness,,,,,,,woman,mouth,,,JO,,goto.shi,,"With the likeness.m of a woman's.r mouth.r, the jock.o kissed the statue. ""Go.k to.k she.k,"" he said.",
808,1752,妃,Kanji,queen,,,,,,,woman,self,,,HI,,kisaki,,"The queen.m is a woman.r herself.r. Say hi.o, for the queen hopes to kiss.k a.k king.k.",
809,1628,姓,Kanji,surname,,,,,,,woman,birth,,,SEI,,,,The surname.m of a woman.r at birth.r changes after marriage. They say.o surnames are replacable. ,
810,1145,娘,Kanji,daughter,,,,,,,woman,good,,,JOU,,musume,,My daughter.m is a woman.r who is good.r. My daughter met Joe.o at the museum.k.,
811,,⺭,Radical,clothing,,,,,,,katakana NE,,,,,,,,The clothing.m radical looks like katakana.r ネ.r. NE.rver take off your clothing in public.,"The 'clothing,' ⺭, radical is a variant of 'clothes,' 衣."
812,21,社,Kanji,company,,,,,,,clothing,ground,,,SHA,,,,The company.m clothing.r was lying on the ground.r. The sha.oman disowned the royal company.,
813,1185,礼,Kanji,manners,,,,,,,clothing,hook,,,REI,,,,It's bad manners.m to fling clothing.r. Use a wall hook.r. Ray.o has bad manners.,
814,347,神,Kanji,god,,,,,,,clothing,to be called,,,SHIN,,kami,,God's.m clothing.r are.r called.r robes. Shine.o with God and Sister Camile.k.,
815,730,伸,Kanji,increase,,,,,,,standing man,to be called,,,SHIN,,no.biru,no.basu,Increase.m the standing.r man.r so he is.r called.r Mr. Shine.o. No.k beer.k and no.k bus.k increases him.,
816,489,票,Kanji,vote,,,,,,,Wild West,point out,,,HYOU,,,,Voting.m in the Wild.r West.r points.r out.r the winner. They will vote on a hy.odr#.ooelectric plant proposal.,
817,106,要,Kanji,need,,,,,,,Wild West,woman,,,YOU,,i.ru,,"I need.m a Wild.r Western.r woman.r because you,.o and.o only.o you,.o feel the need to iritate me.",
818,,攵,Radical,chair,,,,,,,gun,again,,,,,,,"From his chair.m, he fired his gun.r again.r.","Don't confuse 'chair,' 攵, with 'late,' 夂."
819,532,攻,Kanji,aggressive,,,,,,,industry,chair,,,KOU,,se.meru,,"Agressive.m industry.r produced useful wheel chairs.r. Lacking cou.orage, Academia smears.k its name",
820,17,政,Kanji,politics,,,,,,,correct,chair,,,SEI,,matsurigoto,,Politics.m is about correctly.r sitting on an elected chair.r. They say.o politicians masturbate.k gladly.k!,
821,612,故,Kanji,circumstance,,,,,,,old,chair,,,KO,,yue,,"The circumstances.m of the old.r in wheel#chairs.r. KOed.o by time, you.k age.k with the circumstances.",
822,166,教,Kanji,teach,,,,,,,filial duty,chair,,,KYOU,,oshi.eru,,Teach.m filial.r duty.r while his still in a high chair.r. Kyoto.o is an city of.k shear.k learning.,
823,1607,辛,Kanji,spicy,,,,,,,stand up,ten,,,SHIN,,kara.i,tsura.i,"So spicy.m, I stood.r up.r ten.r times. My shins.o burned from the spice. Carry.k my stripes.k home.",
824,633,辞,Kanji,quit,,,,,,,tongue,spicy,,,JI,,ya.meru,,He quit.m because his tongue.r burned.r from the spice.r. Jesus.o quit and ate yams.k instead.,
825,786,幸,Kanji,happiness,,,,,,,ground,spicy,,,KOU,,shiawa.se,saiwa.i,"Happy.m to be rolling on the ground.r from spicy.r food. With cou.orage and happiness, she.k awaited.k him.",
826,500,達,Kanji,plural,,,,,,,ground,sheep,motion,,TATSU,,tachi,,"A plurality.m on the ground.r for the sheeple.r is in motion.r. To taste.o this plurality, political tactics.k are needed.",
827,,咅,Radical,shout,,,,,,,stand up,mouth,,,BAI,,,,"Shout.m standing.r up.r with your mouth.r. Shout, ""#BYE.o BYE.o!""","This radical never appears by itself, only as a part of other characters."
828,491,音,Kanji,sound,,,,,,,stand up,sun,,,ON,,oto,,The sound.m made us stand.r up.p during the day.r. Turn on.o the sound of Otto's.k stereo.,
829,990,章,Kanji,chapter,,,,,,,stand up,early,,,SHOU,,,,"In this chapter,.m he stood.r up.r early.r to show.o the reader that other chapters were lame.",
830,99,意,Kanji,idea,,,,,,,sound,heart,,,I,,,,"The idea.m resounded.r in my heart.r. I,.o and.o only.o I.o, have bright ideas.",
831,36,部,Kanji,department,,,,,,,shout,town,,,BU,,he,,"In this departpartment.m, he shouts.r across town.r, ""Boo.o."" He,.k and.k only.k he.k, shouts in this department.","Not to be confused with 'follow,' 陪, which has the same radicals but in reverse order."
832,1917,陪,Kanji,follow,,,,,,,town,shout,,,BAI,,,,"Follow.m him into town.r and shout.r at him, ""#BYE.o BYE.o!""","Not to be confused with 'department,' 部, which has the same radicals but in reverse order."
833,714,倍,Kanji,twice,,,,,,,standing man,shout,,,BAI,,,,"Twice.m, the standing.r man.r shouted.r, ""#Bye.o Bye.o!""",
834,1276,帝,Kanji,Japanese Emperor,,,,,,,stand up,hat,textile,,TEI,,mikado,,The Japanese.m Emperor.m stands.r up.r wearing a hat.r of fine textiles.r. The Japanese Emperor takes.o my.k card.k as a tax.,
835,,帚,Radical,broom,,,,,,,bristles,hat,textile,,,,,,A broom.m has bristles.r made of old hat.r textiles.r and straw.,"This radical never appears by itself, only as a part of other characters."
836,504,帰,Kanji,return,,,,,,,sword slash,broom,,,KI,,kae.ru,,He returned.m the sword.r slashing.r with a broom.r stick swing. He keeps.o returning blows with care.k.,
837,859,香,Kanji,smell,,,,,,,grain,sun,,,KOU,,kao.ru,,The smell.m of grains.r under the sun.r was nice. The smell of cow.owards coarsed.o through the air.,
838,1166,旨,Kanji,delicious,,,,,,,spoon,day,,,SHI,,uma.i,,"Delicious.m treats are eaten by the spoonfull.r all day.r. She.o in particular, you.k might.k say.k, is delicious.",
839,155,指,Kanji,finger,,,,,,,left hand,delicious,,,SHI,,yubi,sa.su,"She licks the fingers.m of her hand.r as it was delicious.r. She.o in particular, is a sassy.k juvenile.k finger-licker.",
840,1267,皆,Kanji,everyone,,,,,,,compare,white,,,KAI,,mina,minna,Everyone.m compares.r it to the white.r one. This kite.o of mine.k belongs to everyone.,
841,,业,Radical,business,,,,,,,horny,bar,bar,one,,,,,The business.m of the horny.r is to rub their bars.r one.r against the other.,"This radical never appears by itself, only as a part of other characters."
842,,亚,Radical,normal,,,,,,,one,business,,,,,,,It's normal.m for one.r business.r to buy out another.,"This radical never appears by itself, only as a part of other characters."
843,599,並,Kanji,line up,,,,,,,horny,normal,,,HEI,,nara.bu,nara.beru,Line.m up.m for porn if you're horny.r and normal.r. They hate.o waiting in line for near.k bear.k.,
844,1655,晋,Kanji,advance,,,,,,,normal,day,,,SHIN,,susu.mu,,Advancing.m is normal.r in this day.r and age of shining.o advancements.,
845,757,普,Kanji,universal,,,,,,,line up,sun,,,FU,,,,It's universal.m to line.r up.r under the sun.r. F..o U..o universe!,
846,537,細,Kanji,thin,,,,,,,thread,field,,,SAI,,hoso.i,hoso.ru,Thin.m as a thread.r from toiling in the fields.r. His sides.o are as thin as a hose.k.,
847,1116,茶,Kanji,tea,,,,,,,plant,roof,hoe,,CHA,,,,Tea.m from funny plants.r served under the roof.r of the hoe.r house is free of charge.o.,
848,1085,華,Kanji,petal,,,,,,,plant,hang,bag,,KA,,hana.yaka,,The petals.m of plants hang.r from a bar.r. Ca.onadian Hana.k yalks as she plucks petals.,
849,105,的,Kanji,target,,,,,,,white,ladle,,,TEKI,,mato,,"Paint the target.m white.r Strike it with a ladle.r. Technically.o, it's a floor mat.k but it'll serve as a target.",
850,94,約,Kanji,promise,,,,,,,thread,ladle,,,YAKU,,,,I promised.m him a thread.r for a ladle.r. A yak.o wasn't included in the promise.,
851,256,終,Kanji,end,,,,,,,thread,winter,,,SHUU,,o.waru,,The end.m of threads.r are their winter.r. Shoe.o lace ends must be tied for the sake of ovaries.k.,
852,659,夏,Kanji,summer,,,,,,,one,oneself,late,,KA,,natsu,,"In summer.m, I one.r can enjoy oneself.r late.r into the night. But Ca.onada is nasty.k in the summer.",
853,110,度,Kanji,degree,,,,,,,bloody cliff,score,again,,DO,,tabi,,The degree.m of incline of the bloody.r cliff.r is many score.r. I'll measure again.r. But I do.o not tabulate.k degree measurments.,
854,266,応,Kanji,meet expectations,,,,,,,bloody cliff,heart,,,OU,OU.jiru,kota.eru,,"Unable to meet.m expectations.m, I jumped off the bloody.r cliff.r in heart.r ache. Ou.och! Oh.o Jesus.o!",
855,1175,床,Kanji,floor,,,,,,,bloody cliff,tree,,,,,toko,yuka,The floor.m of the bloody.r cliff.r was litered with felled trees.r. We took.k the yucky.k trees to make a floor.,
856,170,府,Kanji,borough,,,,,,,bloody cliff,attach,,,FU,,,,The borough's.m bloody.r cliffs.r are attached.r to nature. F..o U..o anti-nature borough council.,
857,793,庁,Kanji,agency,,,,,,,bloody cliff,street,,,CHOU,,,,The agency.m was built upon a bloody.r cliff.r overlooking the street.r. A great choice.o for an agency.,
858,1160,序,Kanji,occasion,,,,,,,bloody cliff,before hand,,,JO,,tsui.de,,On occasion.m they jump off a bloody.r cliff.r. Before.r hand.r they pray. Jocks.o occasionaly commit tsuicide.k.,
859,718,圧,Kanji,pressure,,,,,,,cliff,ground,,,ATSU,,,,The pressure.m when he fell off the cliff.r and hit the ground.r made him less astute.o.,
860,1693,庄,Kanji,level,,,,,,,bloody cliff,ground,,,SHOU,,,,Level.m it with the bloody.r cliff's.r ground.r and show.o the builders how to level earth.,
861,211,在,Kanji,exist,,,,,,,awning,bar,ground,,ZAI,,a.ru,,"Existing.m under an awning.r lies a bar.r on the ground.r. In Zaire.o, are.k u.k existing?",
862,577,存,Kanji,consider,,,,,,,awning,bar,child,,SON,,son.jiru,,Consider.m the awning.r propped up by a bar.r where my child.r sleeps. Please consider my son.o.,
863,1837,圭,Kanji,edge,,,,,,,ground,ground,,,KEI,,,,The edges.m dripped onto both grounds.r. The layer cake.o dripped frosting.,
864,1143,封,Kanji,block,,,,,,,edge,inch,,,FUU,,,,The blockage.m at the edge.r was barely an inch.r. The fool.o tried to block it.,
865,528,討,Kanji,debate,,,,,,,talk,inch,,,TOU,,u.tsu,,Debate.m with talk.r and don't budge an inch.r. Totally.o debate with anybody.,
866,1021,託,Kanji,trust,,,,,,,talk,whip,,,TAKU,,kako.tsukeru,,Trust.m talking.r to nobody or you'll get whipped.r. They'll take.o you.o for being trusting.,
867,,坴,Radical,dirt,,,,,,,ground,legs,ground,,,,,,The dirt.m on the ground.r dirties my legs.r as I pound the ground.r.,
868,260,勢,Kanji,energy,,,,,,,dirt,round,power,,SEI,,ikio.i,,The energy.m scattered the dirt.r into a round.r crater with much power.r. They say.o the energy is icky.k.,
869,,㐱,Radical,hair net,,,,,,,roof,strands,,,,,,,A hair.m net.m is like a roof.r for your hair strands.r.,"This radical never appears by itself, only as a part of other characters."
870,1330,珍,Kanji,unusual,,,,,,,king,hair net,,,CHIN,,mezurashi.i,,The unusual.m king.r wore a hair.r net.r. His chin.o had unusual measurements.k.,
871,201,参,Kanji,come and go,,,,,,,private,big,hair net,,SAN,,mai.ru,,I come.m and.m go.m through my private.r lands wearing a big.r hair.r net.r. I'm sane.o. It's simply my.k right.k to come and go.,
872,1117,彦,Kanji,lad,,,,,,,stand up,cliff,strands,,GEN,,hiko,,"A lad.m stood.r up.r on a cliff.r, hanging by mere strands.r. A gentleman.o extended the lad a hickory.k branch.",
873,161,産,Kanji,product,,,,,,,stand up,cliff,birth,,SAN,,u.mareru,u.mu,The product.m causes standing.r up.r on a cliff.r or birth.r defects. No sane.o celebrity endorses this product.,
874,264,容,Kanji,contents,,,,,,,crown,valley,,,YOU,,,,"The contents.m included.r the crown.r of the valley.r tribes. You,.o and.o only.o you.o, can wear these contents.",
875,368,究,Kanji,research,,,,,,,hole,nine,,,KYUU,,kiwa.meru,,The research.m about holes.r nine.r miles deep is cute.o. But key.k witness.k must verify the research.,
876,336,研,Kanji,polish,,,,,,,stone,shrine,,,KEN,,to.gu,,"Polish.m the stones.r for the shrine.r. Ken.o polishes stones, wearing a toga.k.",
877,,朿,Radical,thorn,,,,,,,tree,staple,,,,,,,The thorn.m of a rose tree.r hurt like a staple.r.,
878,918,束,Kanji,bundle,,,,,,,tree,mouth,,,SOKU,,taba,,The bundle.m of joy climbed the tree.r and broke its mouth.r. It's so.o cool.o too.,
879,209,策,Kanji,scheme,,,,,,,bamboo,thorn,,,SAKU,,,,We schemed.m to steal the bamboo.r thorns.r. But we got sacked.o for our schemes.,
880,1031,刺,Kanji,splinter,,,,,,,thorn,sword slash,,,SHI,,sa.su,toge,"Splinters.m and thorns.r cut like a sword.r slash.r. She.o in particular, was sassy.k until a splinter cut her.",
881,,㑒,Radical,Kentucky,,,,,,,roof,one,center,,KEN,,,,"In Kentucky.m, a roof.r fell. One.r beam at the center.r snapped and collapsed on Ken.o.","This radical never appears by itself, only as a part of other characters."
882,290,検,Kanji,examine,,,,,,,tree,Kentucky,,,KEN,,shira.beru,,The examination.m of trees.r used for Kentucky.r barns led Ken.o to do more exams.,
883,,⻖,Radical,town,,,,,,,bar,number 3,,,,,,,The town.m beats thieves with a crooked bar.r 3.r times.,"This radical never appears by itself, only as a part of other characters."
884,707,険,Kanji,steep,,,,,,,town,Kentucky,,,KEN,,kewa.shii,,The steep.m slopes of the town.r in Kentucky.r are fun. Ken.o drives through the steepest car.k wash.k.,
885,150,院,Kanji,institution,,,,,,,town,complete,,,IN,,,,The institutions.m of town.r are complete.r. Insiders.o are part of the institutions.,
886,654,邦,Kanji,homeland,,,,,,,three,slash,town,,HOU,,,,"In my homeland.m, you'll get three.r slashes.r by the towns.rfolk. Hoes.o are mistreated in my homeland.",
887,123,都,Kanji,metropolis,,,,,,,professional,town,,,TO,,miyako,,"The metropolis.m is a professional's.r town.r. To.o the metropolis, my.k cousin.k went.",
888,2067,牙,Kanji,fang,,,,,,,stock,genius,,,,,,,The fangs.o bites of vampire stock.r are said to inspire genius.r.,
889,1612,邪,Kanji,injustice,,,,,,,fang,town,,,JA,,yokoshi.ma,,Iinjustice's.m fangs.r bite in this town.r. Those jackels.o throw egg yolks.k with much injustice.,
890,,艮,Radical,sort-of-good,,,,,,,sun,clothes,,,,,,,"The sort-of-good.m day.r required clothes.r that looked, well, sort of good.","Sort-of-good,' 艮 looks very similar to 'good,'良."
891,1081,既,Kanji,already,,,,,,,sort-of-good,fang,legs,,KI,,sude.ni,,It's too.m late.m. Its sort-of-good.r fang.r bit into my legs.r. I keep.o defending until it's suddenly.k too late.,
892,959,却,Kanji,contrary,,,,,,,past,seal,,,KYAKU,,kae.tte,,"Contary.m to the past.r, the future isn't sealed.r. A kayak.o is quite contrary to a kite.k.",
893,1167,即,Kanji,conform,,,,,,,sort-of-good,seal,,,SOKU,,tsu.ku,,Conform.m to the sort.r of.r good.r instructions bearing a royal seal.r. It's so.o cool.o to conform like a t-square.k.,
894,569,郎,Kanji,son,,,,,,,good,town,,,ROU,,,,My son.m left for a good.r town.r. My son rowed.o there.,
895,405,限,Kanji,limit,,,,,,,town,sort-of-good,,,GEN,,kagi.ru,,The limits.m of the town.r are sort.r of.r good.r for us. A gen.otle cage.k limits us.,
896,424,退,Kanji,retreat,,,,,,,sort-of-good,move,,,TAI,,hi.ku,shirizo.ku,We retreated.m because the sort.r of.r good.r enemy was in motion.r. It was a tight.o fight but retreat from nukes.k is shear.k strategy.,
897,620,根,Kanji,root,,,,,,,tree,sort-of-good,,,KON,,ne,,The root.m of the tree.r is sort-of-good.r because the con.o artist neglected.k to water the roots.,
898,1188,茂,Kanji,thicket,,,,,,,plant,impale,,,MO,,shige.ru,,The thicket.m of plants.r impales.r wildlife. Mow.o down the thicket and shaggy.k turf.,
899,331,防,Kanji,prevent,,,,,,,town,direction,,,BOU,,fuse.gu,,"Prevent.m a siege of the town.r from all directions.r. Bows.o, fuses.k, and gu.kns prevent attacks.",
900,288,放,Kanji,hurl,,,,,,,direction,chair,,,HOU,,hou.ru,hana.tsu,Hurl.m in that direction.r a chair.r. The hoe.o hurls horse.k shit at Hana.k.,
901,147,改,Kanji,reform,,,,,,,self,chair,,,KAI,,arata.maru,arata.meru,Reform.m all by him#self.r from his arm#chair.r. Kyle.o reformed Arab-American.k relations.,
902,1209,斉,Kanji,simultaneous,,,,,,,sentence,two,broken legs,,SAI,SEI,hito.shii,,Simultaneously.m sentenced.r to two.r broken.r legs.r. They say.o simultaneous hits to the side.o hurt a lot.,
903,168,済,Kanji,conclude,,,,,,,water splash,simultaneous,,,SAI,ZAI,su.mu,su.masu,They concluded.m that water.r is simultaneously.r liquid and gas. I sigh.o after concluding some.kthing else.,
904,1441,准,Kanji,semi,,,,,,,icicle,turkey,,,JUN,,,,"Semi-.mfrozen with icicles.r, the turkey.r didn't thaw until June.o.",
905,425,準,Kanji,imitate,,,,,,,semi,ten,,,JUN,,jun.jiru,nazora.eru,Imitate.m a water-splashing.r turkey.r in ten.r feet of water. In June.o weather I'll imitate such a thing in Nazareth.k.,"Note the 'water splash',⺡, instead of 'icicle', 冫in the incorporated 'semi', 准."
906,973,焦,Kanji,impatience,,,,,,,turkey,bottom fire,,,SHOU,,ase.ru,,Impatiently.m roast the turkey.r over the fire.r. Show.o my impatient kids the ashes to acertain.k its death.,
907,,⻂,Radical,suit,,,,,,,bloody,clothing,,,,,,,This suit.m is my bloody.r set of clothing.r.,"This radical never appears by itself, only as a part of other characters."
908,152,初,Kanji,first,,,,,,,suit,sword,,,SHO,,hatsu,haji.mete,My first.m suit.r of armor deflected swords.r. I was first shot.o at by a hasty.k hag.k.,
909,2270,甫,Kanji,initially,,,,,,,ten,bloody,utilize,,HO,,haji.mete,,"Initially.m, she utilized.r ten.r bloody.r deodorants. I hope.o she has good hygiene.k.","Mostly used as a radical. 'Initially,' 甫, looks a lot like 'once more', 再."
910,332,補,Kanji,supplement,,,,,,,suit,initially,,,HO,,ogina.u,,Supplement.m your suit.r initially.r with a pocket square. I hope.o these supplements are the original.k brand.,
911,431,被,Kanji,cover,,,,,,,suit,peel,,,HI,,kabu.ru,kabu.seru,"He covered.m his suit.r so it wouldn't peel.r. He.o in particular, covers himself in Kabul.k.",
912,782,脱,Kanji,undress,,,,,,,organ,cash,,,DATSU,,nu.geru,nu.ru,Undress.m and share your organs.r for cash.r. Dat's.o how you undress your nuggets.k.,
913,1066,勉,Kanji,exert,,,,,,,license,power,,,BEN,,tsuto.meru,,Exert.m your license.r to power.r. A ben.oevolent dictator exerts himself to stimulate.k the economy.,
914,330,難,Kanji,difficult,,,,,,,hardship,turkey,,,NAN,,muzuka.shii,kata.i,Despite the difficult.m hardship.r we had turkeys.r. The nanny.o had difficulties with her muzzle.k.,
915,848,秀,Kanji,excellent,,,,,,,grain,posses,,,SHUU,,hii.deru,,"The excellent.m grain.r, I possesed.r. My excellent shoes.o brought me hither.k.",
916,1147,李,Kanji,plum,,,,,,,tree,child,,,RI,,sumomo,,The plum.m tree.r fell on the child.r. He lifted lifted the plum tree like a real.o sumo.k wrestler.,
917,363,条,Kanji,clause,,,,,,,late,tree,,,JOU,,eda,,A clause.m was written late.r into the tree.r-cutting contract. Joe's.o lawyer Ed.k wrote the clause.,
918,1187,柔,Kanji,soft,,,,,,,halberd,tree,,,NYUU,,yawa.rakai,,Softness.m punctured by a halberd.r. Not hard like a tree.r. New.o York will toughen your.k wary.k and soft soul.,
919,39,党,Kanji,faction,,,,,,,tiara,older brother,,,TOU,,,,This faction.m puts a tiara.r on their older.r brothers.r. This faction is totally.o a cult.,
920,2475,吊,Kanji,suspend,,,,,,,mouth,textile,,,,,tsu.ru,tsu.rusu,Suspend.m him by the mouth.r for stealing textiles.r. Suspend the stewardess.k from a wire.,
921,293,常,Kanji,regular,,,,,,,tiara,suspend,,,JOU,,tsune,,A regular.m tiara.r suspended.r from a hook. A regular Joe.o can only afford stainless.k steel ones.,
922,970,貴,Kanji,prize,,,,,,,insect,money,,,KI,,tatto.i,,The prize.m for killing insects.r is money.r. Keep.o the prize and tattoo.k your kills.,
923,956,貢,Kanji,tribute,,,,,,,industry,money,,,KOU,,mitsu.gu,,A tribute.m from industry.r in monetary.r form. Cou.orageous tributes are my.k suggestions.k.,
924,389,質,Kanji,substance,,,,,,,axe,axe,money,,SHITSU,SHICHI,tada.su,,The substance.m of axes.r costs money.r. Those shits.o on substances looted.,
925,995,貸,Kanji,lend,,,,,,,change,money,,,TAI,,ka.su,ka.shi,The lenders.m change.r when it comes to money.r. They're tight.o on lending cash.k.,
926,179,資,Kanji,investment,,,,,,,next,money,,,SHI,,,,"The investment.m is next.r to the money.r. She.o in particular, invests a lot.",
927,548,省,Kanji,ministry,,,,,,,few,eye,,,SHOU,,habu.ku,,The ministry.m has a few.r eyes.r. They show.o the ministry the havoc.k it wreaks.,
928,338,断,Kanji,refuse,,,,,,,letter L,rice,axe,,DAN,,ta.tsu,kotowa.ru,He refused.m an L.r-shaped lantern but accepted rice.r and an axe.r. Dan.o refused to taste.k it.,
929,,疒,Radical,disease,,,,,,,icicle,bloody cliff,,,,,,,The disease.m murder stabbed him with an icicle.r and throw him off a bloody.r. cliff.r.,
930,1111,症,Kanji,illness,,,,,,,disease,correct,,,SHOU,,,,Illness.m caused by disease.r is never correct.r. Illness shows.o up as a rash.,
931,384,病,Kanji,sick,,,,,,,disease,third,,,BYOU,,ya.mu,yamai,Get sick.m from the disease.r of the third.r kind. Bio.ological sickness from yummy yams.k.,
932,1140,柄,Kanji,pattern,,,,,,,tree,third,,,HEI,,gara,,The pattern.m based on trees.r is third.r most popular. I hate.o guerilla.k camo pattern.,
933,876,描,Kanji,paint,,,,,,,left hand,seed,,,BYOU,,ka.ku,ega.ku,Paint.m by hand.r a scene of flourishing seeds.r. Bio.ological stuff: pea#cocks.k and eag.kles are oft painted.,
934,1702,猫,Kanji,cat,,,,,,,left hand,seed,,,BYOU,,neko,,The cat.m scractched my hand.r to steel my seeds.r. I'll twist that bio.ological cat's neck.k.,
935,1277,宏,Kanji,grand,,,,,,,crown,awning,private,,KOU,,hiro.i,,"The grand.m crown.r lay under an awning.r in private.r storage. Cou.orageous, heroic.k and grand.",
936,863,拒,Kanji,dismiss,,,,,,,left hand,giant,,,KYO,,koba.mu,,"He dismisses.m, with a hand.r wave, all the giants.r. Dismiss a coyote.o or a cobra.k as pets.",
937,1026,括,Kanji,tie,,,,,,,left hand,tongue,,,KATSU,,kuku.ru,,Tied.m up hands.r and tongue.r? Cats.o got your tongue tied up? You're coocoo.k.,
938,387,武,Kanji,warrior,,,,,,,one,ceremony,stop,,BU,,takeshi,,The warrior.m with one.r weapon stopped.r the ceremony.r. And with a boom.o killed Takeshi.k.,
939,817,徒,Kanji,pupil,,,,,,,loiter,run,,,TO,,,,The pupil.m loiters.r and then runs.r away. To.o juvie's population the pupil is added.k.,
940,1157,仙,Kanji,wizard,,,,,,,standing man,mountain,,,SEN,,,,The wizard.m is the standing.r man.r of the mountains.r. The wizards were sent.o to Middle Earth.,
941,1332,仁,Kanji,humanity,,,,,,,standing man,two,,,JIN,NI,,,"The humanity.m of the standing.r man.r was visible on his two.r legs. His jeans.o, ripped at the knee.k, displayed humanity.",
942,680,余,Kanji,excess,,,,,,,roof,one,hoe,,YO,,ama.ru,ama.ri,Excess.m rained on the roof.r of one.r hoe.r-house. Yo.o mama's excess buys her Armani.k.,
943,717,途,Kanji,route,,,,,,,excess,motion,,,TO,,michi,,The route.m is riddled with excessive.r motion.r. En route to.owards Michigan.k we go!,
944,538,効,Kanji,efficient,,,,,,,mix,power,,,KOU,,ki.ku,,Efficiently.m mix.r with powerful.r muscles. Cow.owards don't kick.k ass efficiently.,
945,397,助,Kanji,help,,,,,,,furthermore,power,,,JO,,tasu.keru,suke,"Help.m us! Furthermore.r, grant us power.r! Jocks.o helped us with the task.k.",
946,204,組,Kanji,organization,,,,,,,thread,furthermore,,,SO,,gumi,,"An organization.m is bound by social threads.r. Furthermore.r, they organize. So.o many gummy.k bears for the organization.",
947,1226,祖,Kanji,ancestor,,,,,,,clothing,furthermore,,,SO,,,,"Our ancestoral.m clothing.r is intricate. Furthermore.r, we have so.o many ancestoral ways.",
948,184,査,Kanji,inspect,,,,,,,tree,furthermore,,,SA,,,,"Inspect.m the tree.r. Furthermore.r, sadly,.o bury the inspector by it.",
949,206,案,Kanji,proposal,,,,,,,cheap,tree,,,AN,,tsukue,,The proposal.m was for a cheap.r tree.r. Ann's.o proposal for the town square.k was denied.,
950,187,委,Kanji,committee,,,,,,,grain,woman,,,I,,yuda.neru,,"The committee.m gave grain.r to the woman.r. I,.o and.o only.o I.o, said to the committee, ""#You.k donate.k!""",
951,441,姿,Kanji,shape,,,,,,,next,woman,,,SHI,,sugata,,"The shape.m of the next.r woman.r, she.o in particular, is an amazingly sexy surrogate.k mom.",
952,635,秋,Kanji,autum,,,,,,,grain,fire,,,SHUU,,aki,,"In autumn.m, the grains.r and leaves become fire.r colored. Shoes.o crush fallen acorns.k in autumn.",
953,531,科,Kanji,course,,,,,,,grain,Big Dipper,,,KA,,,,"This course.m is about grain.r and the Dig.r Dipper.r, a course on Ca.onadian astrology.",
954,295,料,Kanji,material,,,,,,,rice,Big Dipper,,,RYOU,,,,The material.m shortage of rice.r was predicted by Big.r Dipper.r astrologists. Then the riots.o came.,
955,827,池,Kanji,pond,,,,,,,water splash,classic,,,CHI,,ike,,Ponds.m are water.r bodies in a classical.r sense. The chi.old played in an icky.k pond.,
956,40,地,Kanji,earth,,,,,,,ground,classic,,,CHI,,,,The earth's.m ground.r is a classical.r conductor. The chi.old is of the Earth.,
957,,頁,Radical,page,,,,,,,one,bloody,money,,,,,,"Write a page.m, just one.r, for some bloody.r money.r","This is a radical. It never appears by itself, only as a part of other characters. "
958,1350,頂,Kanji,summit,,,,,,,street,page,,,CHOU,,itada.ku,,"The summit.m is reachable by street.r according to this page.r. If cho.osen, I'd.k duck.k out.k.",
959,884,項,Kanji,matter,,,,,,,industry,page,,,KOU,,unaji,,The matter.m is written by industry.r on this page.r. Cou.orage is the matter.,
960,433,頭,Kanji,head,,,,,,,bean,page,,,TOU,ZU,atama,kashira,The head.m of a bean.r is flat like a page.r. It totally.o looks like a.k tama.kle head.,
961,708,頼,Kanji,order,,,,,,,bundle,page,,,RAI,,tayo.ru,tano.mu,I ordered.m bundles.r of pages.r burned. You're right.o to tire.k of my orders tantamount.k to tyranny.,
962,676,顔,Kanji,face,,,,,,,lad,page,,,GAN,,kao,,The face.m of the lad.r was on the front page.r. His face gone.o due to chaos.k.,
963,138,領,Kanji,dominion,,,,,,,command,page,,,RYOU,,eri,,The dominion's.m commands.r are on this page.r. Riot.o against theeerie.k dominion!,
964,96,題,Kanji,topic,,,,,,,justice,page,,,DAI,,,,"On the topic.m of justice.r, many pages.r are written. We'll die.o for this topic.",
